MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,Rooms_Per_Occupant,Bedrooms_Per_Room,Distance_to_LA,Distance_to_SF,Closest_City_Distance
2.125,50.0,4.242424242424242,1.071969696969697,697.0,2.640151515151515,37.85,-122.26,1.4,1.606886657101865,0.2526785714285715,5.531762829333893,0.17888543819997935,0.17888543819997935
2.775,52.0,5.9395770392749245,1.0483383685800605,793.0,2.395770392749245,37.85,-122.27,1.525,2.4791929382093314,0.17650050864699898,5.539034211845965,0.1700000000000042,0.1700000000000042
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,1.555,1.8950617283950615,0.23859934853420198,5.539034211845965,0.1700000000000042,0.1700000000000042
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.3627684964200477,37.84,-122.26,1.587,2.261616161616162,0.20321572130415363,5.52489818910721,0.1746424919657268,0.1746424919657268
2.6033,52.0,5.465454545454546,1.0836363636363635,690.0,2.5090909090909093,37.84,-122.27,1.629,2.1782608695652175,0.19827012641383895,5.532178594369497,0.16552945357247376,0.16552945357247376
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,1.475,1.8361858190709048,0.24500665778961384,5.539034211845965,0.1700000000000042,0.1700000000000042
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,1.598,1.7642626480086114,0.22391702257474067,5.539034211845965,0.1700000000000042,0.1700000000000042
1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,1.139,2.4,0.2220853858784893,5.532178594369497,0.16552945357247376,0.16552945357247376
2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,0.997,1.9788980070339977,0.19964454976303314,5.532178594369497,0.16552945357247376,0.16552945357247376
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,1.326,2.2107355864811136,0.19649280575539568,5.532178594369497,0.16552945357247376,0.16552945357247376
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184873,37.85,-122.28,1.075,1.687697160883281,0.22990654205607478,5.546314091358339,0.16124515496597064,0.16124515496597064
2.4597,49.0,4.7280334728033475,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,0.938,1.8616144975288305,0.215929203539823,5.546314091358339,0.16124515496597064,0.16124515496597064
1.808,52.0,4.7808564231738035,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,1.055,1.7223230490018149,0.22181243414120125,5.546314091358339,0.16124515496597064,0.16124515496597064
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.391120507399578,37.84,-122.28,1.089,1.840848806366047,0.23631123919308358,5.5394674834319675,0.15652475842498592,0.15652475842498592
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,1.32,1.8455696202531646,0.2194787379972565,5.5394674834319675,0.15652475842498592,0.15652475842498592
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,1.223,2.220162224797219,0.23329853862212943,5.5394674834319675,0.15652475842498592,0.15652475842498592
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,1.152,1.8433219178082192,0.2234091964700418,5.5394674834319675,0.15652475842498592,0.15652475842498592
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,1.104,1.8732943469785577,0.21279916753381894,5.532178594369497,0.16552945357247376,0.16552945357247376
1.375,49.0,5.0303951367781155,1.1124620060790271,754.0,2.291793313069909,37.83,-122.27,1.049,2.1949602122015914,0.22114803625377638,5.5253325691762685,0.1615549442140386,0.1615549442140386
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.097,2.118441971383148,0.21538461538461537,5.5253325691762685,0.1615549442140386,0.1615549442140386
1.4861,49.0,4.6022727272727275,1.068181818181818,570.0,2.159090909090909,37.83,-122.27,0.972,2.1315789473684212,0.2320987654320987,5.5253325691762685,0.1615549442140386,0.1615549442140386
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,1.8216818642350556,0.24026696329254726,5.5253325691762685,0.1615549442140386,0.1615549442140386
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,1.6770255271920091,0.25810721376571805,5.532630477449226,0.15231546211727678,0.15231546211727678
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,1.914,2.1335268505079825,0.22448979591836735,5.518043131400849,0.17088007490634574,0.17088007490634574
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,1.7661583151779232,0.2939967105263158,5.518043131400849,0.17088007490634574,0.17088007490634574
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,1.554,1.7600422832980975,0.25165165165165165,5.518043131400849,0.17088007490634574,0.17088007490634574
1.2852,51.0,3.759036144578314,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5,1.8104448742746617,0.3322649572649572,5.518043131400849,0.17088007490634574,0.17088007490634574
1.025,49.0,3.772486772486773,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,1.5432900432900434,0.28330995792426367,5.52489818910721,0.1746424919657268,0.1746424919657268
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,2.0342612419700212,0.21263157894736842,5.52489818910721,0.1746424919657268,0.1746424919657268
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,2.186363636363636,0.21552321552321552,5.518043131400849,0.17088007490634574,0.17088007490634574
2.6768,52.0,4.335078534031414,1.099476439790576,718.0,1.8795811518324608,37.83,-122.26,1.823,2.306406685236769,0.2536231884057971,5.518043131400849,0.17088007490634574,0.17088007490634574
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,1.8262987012987013,0.2862222222222222,5.518043131400849,0.17088007490634574,0.17088007490634574
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,1.8046594982078852,0.30983118172790464,5.518496171965696,0.15811388300842347,0.15811388300842347
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,1.4751773049645391,0.3125,5.511197691972237,0.167630546142398,0.167630546142398
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,1.3514285714285714,0.39640591966173366,5.518496171965696,0.15811388300842347,0.15811388300842347
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,1.219047619047619,0.5055803571428571,5.518496171965696,0.15811388300842347,0.15811388300842347
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,1.7606032045240343,0.24411134903640253,5.518496171965696,0.15811388300842347,0.15811388300842347
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,1.6442062276671774,0.2648245886370692,5.518496171965696,0.15811388300842347,0.15811388300842347
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,1.4027538726333908,0.2797546012269938,5.518496171965696,0.15811388300842347,0.15811388300842347
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,1.6690442225392295,0.20085470085470086,5.525803109051215,0.14866068747318464,0.14866068747318464
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,1.6406250000000002,0.2571428571428571,5.525803109051215,0.14866068747318464,0.14866068747318464
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,1.990353697749196,0.23263327948303716,5.525803109051215,0.14866068747318464,0.14866068747318464
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,2.04532967032967,0.22498321020819342,5.525803109051215,0.14866068747318464,0.14866068747318464
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,1.2914338919925512,0.24585436193222782,5.525803109051215,0.14866068747318464,0.14866068747318464
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.649122807017544,37.82,-122.29,0.6,1.680851063829787,0.2721518987341772,5.533118469723933,0.13928388277183593,0.13928388277183593
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,2.0234657039711195,0.18822479928635147,5.539936822744471,0.14317821063275737,0.14317821063275737
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,1.569767441860465,0.21481481481481482,5.533118469723933,0.13928388277183593,0.13928388277183593
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861,2.015915119363395,0.25,5.526309799495513,0.13601470508734984,0.13601470508734984
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,0.761,2.349328214971209,0.19362745098039214,5.533642561640574,0.12649110640673922,0.12649110640673922
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,2.112244897959184,0.21980676328502416,5.533642561640574,0.12649110640673922,0.12649110640673922
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,1.6721854304635762,0.20693069306930692,5.533642561640574,0.12649110640673922,0.12649110640673922
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,1.846446700507614,0.24329896907216494,5.533642561640574,0.12649110640673922,0.12649110640673922
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.346938775510204,37.8,-122.29,0.813,2.0873983739837403,0.23758519961051605,5.519510847892238,0.13341664064125755,0.13341664064125755
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,2.0875912408759123,0.19055944055944057,5.533642561640574,0.12649110640673922,0.12649110640673922
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,1.5364783324190894,0.22991788646911815,5.526309799495513,0.13601470508734984,0.13601470508734984
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,1.959183673469388,0.19791666666666669,5.526309799495513,0.13601470508734984,0.13601470508734984
0.7286,46.0,3.375451263537906,1.072202166064982,582.0,2.101083032490975,37.81,-122.29,0.952,1.606529209621993,0.31764705882352945,5.526309799495513,0.13601470508734984,0.13601470508734984
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,0.75,1.5071428571428571,0.24170616113744076,5.526309799495513,0.13601470508734984,0.13601470508734984
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,0.675,0.6666666666666666,0.3333333333333333,5.526309799495513,0.13601470508734984,0.13601470508734984
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,2.8793103448275863,0.19281437125748502,5.526309799495513,0.13601470508734984,0.13601470508734984
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.735763097949886,37.81,-122.28,1.775,1.6233595800524938,0.3734842360549717,5.518985414005013,0.14560219778561068,0.14560219778561068
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,1.021,2.3576051779935274,0.1928620452985587,5.518985414005013,0.14560219778561068,0.14560219778561068
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,1.083,1.6740638002773927,0.20132560066280034,5.518985414005013,0.14560219778561068,0.14560219778561068
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,1.6555977229601515,0.21432664756446992,5.526309799495513,0.13601470508734984,0.13601470508734984
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,1.988372093023256,0.2573099415204678,5.512177428203854,0.14317821063276284,0.14317821063276284
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,1.625,1.5172413793103448,0.31277056277056275,5.518985414005013,0.14560219778561068,0.14560219778561068
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,1.1475409836065573,0.26666666666666666,5.511669438563969,0.1552417469626055,0.1552417469626055
1.5208,52.0,3.9080459770114944,1.1149425287356325,200.0,2.2988505747126435,37.81,-122.28,1.125,1.7000000000000002,0.2852941176470589,5.518985414005013,0.14560219778561068,0.14560219778561068
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,1.115606936416185,0.42487046632124353,5.518985414005013,0.14560219778561068,0.14560219778561068
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,1.188,2.0299785867237685,0.1940928270042194,5.518985414005013,0.14560219778561068,0.14560219778561068
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,2.050397877984085,0.18499353169469598,5.518985414005013,0.14560219778561068,0.14560219778561068
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,1.5120274914089347,0.5125,5.511669438563969,0.1552417469626055,0.1552417469626055
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454543,37.81,-122.27,1.625,1.6025641025641026,0.3977142857142857,5.511669438563969,0.1552417469626055,0.1552417469626055
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,0.84,0.39999999999999997,5.504852404924224,0.15297058540778793,0.15297058540778793
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,5.00001,0.6287878787878787,0.3132530120481928,5.504852404924224,0.15297058540778793,0.15297058540778793
2.0938,16.0,2.74585635359116,1.0828729281767957,800.0,2.2099447513812156,37.8,-122.27,1.625,1.2425,0.3943661971830986,5.504852404924224,0.15297058540778793,0.15297058540778793
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727272,37.8,-122.28,1.375,0.23783185840707968,0.4046511627906976,5.512177428203854,0.14317821063276284,0.14317821063276284
0.75,52.0,2.823529411764706,0.9117647058823528,191.0,5.617647058823529,37.8,-122.28,1.625,0.5026178010471205,0.3229166666666666,5.512177428203854,0.14317821063276284,0.14317821063276284
2.6354,27.0,3.493377483443709,1.1490066225165565,718.0,2.377483443708609,37.79,-122.27,1.875,1.4693593314763231,0.32890995260663514,5.498045107126717,0.15132745950422066,0.15132745950422066
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,1.2923888470233609,0.363265306122449,5.504852404924224,0.15297058540778793,0.15297058540778793
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,1.5361775727875469,0.46481516231938447,5.497535811615972,0.1627882059609926,0.1627882059609926
2.8345,31.0,3.894915254237288,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,2.244140625,0.28959965187119235,5.511197691972237,0.167630546142398,0.167630546142398
2.0062,29.0,3.681318681318681,1.175824175824176,202.0,2.21978021978022,37.81,-122.26,1.25,1.6584158415841583,0.31940298507462694,5.504361906706364,0.16492422502470291,0.16492422502470291
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,1.8191699604743086,0.3449212384573601,5.511197691972237,0.167630546142398,0.167630546142398
2.6104,37.0,3.7071428571428577,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,1.9766050054406967,0.2986512524084778,5.511197691972237,0.167630546142398,0.167630546142398
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,2.0208333333333335,0.30369415807560135,5.497062852105666,0.17464249196573128,0.17464249196573128
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,2.2653140850565743,0.2760936961763693,5.497062852105666,0.17464249196573128,0.17464249196573128
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,2.1953727506426732,0.28337236533957844,5.497062852105666,0.17464249196573128,0.17464249196573128
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,2.4078212290502794,0.3252900232018561,5.497062852105666,0.17464249196573128,0.17464249196573128
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,2.1833395314243216,0.3260091977516607,5.504361906706364,0.16492422502470291,0.16492422502470291
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,2.238872403560831,0.14910536779324055,5.4966262379754385,0.18681541692269985,0.18681541692269985
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,2.857545839210155,0.23790720631786771,5.489772308575287,0.1843908891458642,0.1843908891458642
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,2.5626822157434406,0.26166097838452784,5.497062852105666,0.17464249196573128,0.17464249196573128
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,2.4106648199445986,0.21574260270037346,5.4966262379754385,0.18681541692269985,0.18681541692269985
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865335,37.82,-122.25,2.25,2.1953947368421054,0.25621816002397363,5.503907702714505,0.17720045146669433,0.17720045146669433
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,2.5890909090909093,0.2029494382022472,5.503907702714505,0.17720045146669433,0.17720045146669433
2.6429,32.0,3.727005870841487,1.0743639921722117,1806.0,1.7671232876712328,37.82,-122.25,2.185,2.1090808416389812,0.2882646363875034,5.503907702714505,0.17720045146669433,0.17720045146669433
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,2.26357918810749,0.3020964890123769,5.503907702714505,0.17720045146669433,0.17720045146669433
3.1484,52.0,4.578034682080925,1.0770712909441231,939.0,1.8092485549132948,37.83,-122.25,2.241,2.5303514376996805,0.23526936026936024,5.510762197736358,0.18027756377319948,0.18027756377319948
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,2.3896296296296295,0.2653440793552387,5.510762197736358,0.18027756377319948,0.18027756377319948
3.1429,52.0,4.3951890034364265,0.986254295532646,534.0,1.8350515463917525,37.83,-122.25,2.316,2.3951310861423223,0.2243940578577013,5.510762197736358,0.18027756377319948,0.18027756377319948
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,1.9632525410476935,0.34846674631620866,5.510762197736358,0.18027756377319948,0.18027756377319948
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,2.346024636058231,0.26372315035799526,5.510762197736358,0.18027756377319948,0.18027756377319948
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,2.5927835051546393,0.15864811133200796,5.503108212637665,0.20248456731316383,0.20248456731316383
5.2868,47.0,6.546391752577319,0.936082474226804,1098.0,2.263917525773196,37.84,-122.23,3.476,2.8916211293260474,0.14299212598425196,5.503108212637665,0.20248456731316383,0.20248456731316383
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,3.2443324937027707,0.1576086956521739,5.503489801934769,0.18973665961010772,0.18973665961010772
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,3.4081632653061225,0.16167664670658682,5.517245689653492,0.19697715603592764,0.19697715603592764
6.3434,52.0,6.947890818858561,1.01985111662531,1061.0,2.632754342431762,37.85,-122.23,3.736,2.639019792648445,0.14678571428571424,5.51000000000001,0.20615528128088026,0.20615528128088026
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,2.998300764655905,0.16265230943610087,5.5103629644516205,0.19313207915828612,0.19313207915828612
7.2354,52.0,7.11716621253406,0.994550408719346,901.0,2.455040871934605,37.85,-122.24,3.911,2.8990011098779136,0.139739663093415,5.517245689653492,0.19697715603592764,0.19697715603592764
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,2.6031511570654846,0.19822205409494992,5.502762942377226,0.21540659228538217,0.21540659228538217
7.5,50.0,6.127348643006263,0.9874739039665972,1031.0,2.152400835073069,37.84,-122.22,2.952,2.8467507274490784,0.16115843270868827,5.495862079783305,0.21189620100417367,0.21189620100417367
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,2.5213549337260672,0.17435747663551404,5.48862460002504,0.2213594362117942,0.2213594362117942
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,4.115,3.088490099009901,0.13504307753957123,5.4817241813137585,0.2184032966784219,0.2184032966784219
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,2.6196682464454977,0.15649027589326098,5.4813958076387905,0.23086792761230293,0.23086792761230293
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,3.259,2.6649122807017545,0.16129032258064516,5.48862460002504,0.2213594362117942,0.2213594362117942
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,3.926,3.0337711069418387,0.12987012987012986,5.474175737040241,0.24041630560343002,0.24041630560343002
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,3.193,2.672574626865672,0.1605584642233857,5.4813958076387905,0.23086792761230293,0.23086792761230293
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.124020887728459,37.83,-122.21,3.333,3.113091579594346,0.15557749259624878,5.4817241813137585,0.2184032966784219,0.2184032966784219
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,3.352,2.863930885529158,0.138763197586727,5.467257081937892,0.2376972864800969,0.2376972864800969
8.401,26.0,7.530805687203792,1.056872037914692,542.0,2.5687203791469195,37.83,-122.2,3.512,2.9317343173431736,0.14033983637507869,5.474486277268404,0.22803508501982522,0.22803508501982522
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,3.689,2.709531013615734,0.15131211613623674,5.467257081937892,0.2376972864800969,0.2376972864800969
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,3.659,2.889763779527559,0.1438692098092643,5.460347974259521,0.23537204591879968,0.23537204591879968
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.386363636363636,37.82,-122.2,3.667,2.926190476190477,0.14727420667209112,5.467586304760089,0.22561028345356782,0.22561028345356782
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,3.628,2.9802371541501977,0.14164456233421752,5.467586304760089,0.22561028345356782,0.22561028345356782
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,4.833,2.3174603174603177,0.13013698630136986,5.446209691152199,0.2433105012119236,0.2433105012119236
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,3.314,2.9212792127921277,0.14021052631578948,5.474833330796474,0.21587033144923612,0.21587033144923612
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,3.235,2.7778819119025306,0.14709851551956815,5.460695926344929,0.22360679774997771,0.22360679774997771
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,2.167,2.2484126984126984,0.21355453582774447,5.461080479172596,0.2121320343559713,0.2121320343559713
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,2.331,2.370136698212408,0.23735581188997337,5.461080479172596,0.2121320343559713,0.2121320343559713
